ip,subnet_24,zone_label,service_type,service_confidence,ports,protocols,community,degree,in_degree,out_degree,anomaly_score,anomaly_level,is_anomaly
10.10.17.45,10.10.17,"10.10.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.17.39,10.10.17,"10.10.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.17.64,10.10.17,"10.10.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.17.6,10.10.17,"10.10.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.17.65,10.10.17,"10.10.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.17.67,10.10.17,"10.10.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.17.68,10.10.17,"10.10.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.17.66,10.10.17,10.10.17|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.17.70,10.10.17,"10.10.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.17.73,10.10.17,"10.10.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.17.78,10.10.17,"10.10.17|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.10.17.8,10.10.17,"10.10.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.17.82,10.10.17,"10.10.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.11,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.12,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.13,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.16,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.17,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.20,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.21,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.22,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.23,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.26,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.29,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.30,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.32,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.34,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.36,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.6,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.43,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.57,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.65,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.66,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.67,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.68,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.71,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.72,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.64,10.10.19,10.10.19|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.19.74,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.75,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.77,10.10.19,"10.10.19|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.10.19.93,10.10.19,"10.10.19|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.10.19.78,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.8,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.84,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.91,10.10.19,"10.10.19|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.10.19.9,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.94,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.21.175,10.10.21,"10.10.21|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.21.12,10.10.21,"10.10.21|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.19.99,10.10.19,"10.10.19|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.21.13,10.10.21,"10.10.21|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.21.14,10.10.21,"10.10.21|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.21.16,10.10.21,"10.10.21|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.21.172,10.10.21,"10.10.21|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.10.21.173,10.10.21,"10.10.21|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.10.21.5,10.10.21,"10.10.21|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.10.21.174,10.10.21,"10.10.21|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.10.21.177,10.10.21,"10.10.21|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.21.19,10.10.21,"10.10.21|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.21.8,10.10.21,"10.10.21|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.23.16,10.10.23,"10.10.23|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.10.23.19,10.10.23,"10.10.23|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.10.25.102,10.10.25,"10.10.25|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.10.25.104,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.103,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.16,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.17,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.19,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.20,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.21,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.25,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.30,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.26,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.29,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.36,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.39,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.41,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.48,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.45,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.46,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.49,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.50,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.51,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.54,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.55,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.63,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.83,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.84,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.66,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.65,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.92,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.93,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.94,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.9,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.25.98,10.10.25,"10.10.25|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.11.137,10.20.11,"10.20.11|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.11.136,10.20.11,"10.20.11|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.11.141,10.20.11,"10.20.11|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.11.138,10.20.11,"10.20.11|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.11.34,10.20.11,"10.20.11|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.11.142,10.20.11,"10.20.11|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.11.35,10.20.11,"10.20.11|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.11.39,10.20.11,"10.20.11|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.11.40,10.20.11,"10.20.11|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.11.41,10.20.11,"10.20.11|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.11.46,10.20.11,"10.20.11|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.11.47,10.20.11,"10.20.11|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.13,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.10,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.12,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.14,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.16,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.17,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.20,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.22,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.21,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.24,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.15,10.20.12,10.20.12|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.12.19,10.20.12,10.20.12|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.12.26,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.28,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.40,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.39,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.41,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.32,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.33,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.50,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.6,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.57,10.20.12,"10.20.12|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.12.7,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.8,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.10,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.11,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.12,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,272,2,0,3,0.0938,Low,False
10.20.15.14,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.15,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.12.9,10.20.12,"10.20.12|Web|443,36000",Web,0.5,443|36000,,272,2,0,3,0.0938,Low,False
10.20.15.181,10.20.15,"10.20.15|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.15.13,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.16,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.178,10.20.15,"10.20.15|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.15.17,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.32,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.21,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.179,10.20.15,10.20.15|RemoteAccess|22,RemoteAccess,1.0,22,,13,1,0,5,0.0625,Low,False
10.20.15.18,10.20.15,10.20.15|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.15.180,10.20.15,10.20.15|RemoteAccess|22,RemoteAccess,1.0,22,,13,1,0,5,0.0625,Low,False
10.20.15.19,10.20.15,10.20.15|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.15.33,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.22,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.24,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.27,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.28,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.39,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.40,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.50,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.51,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.11,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.52,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.12,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.53,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.10,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.55,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.6,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.13,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.7,10.20.15,"10.20.15|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.17,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.15.9,10.20.15,10.20.15|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.17.16,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.15,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.18,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.19,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.24,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.25,10.20.17,10.20.17|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.17.22,10.20.17,10.20.17|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.17.28,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.36,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.29,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.30,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.37,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.52,10.20.17,10.20.17|RemoteAccess|22,RemoteAccess,1.0,22,,13,1,0,5,0.0625,Low,False
10.20.17.55,10.20.17,"10.20.17|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.17.54,10.20.17,"10.20.17|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.17.57,10.20.17,"10.20.17|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.17.58,10.20.17,"10.20.17|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.17.53,10.20.17,"10.20.17|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.17.59,10.20.17,"10.20.17|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.17.60,10.20.17,"10.20.17|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.17.61,10.20.17,"10.20.17|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.17.63,10.20.17,"10.20.17|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.17.67,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.64,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.68,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.75,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.7,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.71,10.20.17,"10.20.17|Web|22,443",Web,0.5,22|443,,266,2,0,6,0.0611,Low,False
10.20.17.9,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.79,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.30.2.76,10.30.2,"10.30.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.8,10.20.17,"10.20.17|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.30.2.77,10.30.2,"10.30.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.30.2.74,10.30.2,"10.30.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.30.2.75,10.30.2,"10.30.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.17.70,10.20.17,10.20.17|RemoteAccess|22,RemoteAccess,1.0,22,,13,1,0,5,0.0625,Low,False
10.10.3.160,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.1.154,10.10.1,"10.10.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.22,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.3.33,10.20.3,"10.20.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.0.49,10.10.0,10.10.0|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.2.44,10.20.2,10.20.2|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.10.0.11,10.10.0,10.10.0|Agent|36000,Agent,1.0,36000,,13,1,0,5,0.0625,Low,False
10.20.2.46,10.20.2,"10.20.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.9.9,10.10.9,"10.10.9|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.9.8,10.10.9,"10.10.9|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.0.34,10.20.0,"10.20.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.8.135,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.8.27,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.9,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.1.179,10.10.1,"10.10.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.148,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.7.146,10.10.7,"10.10.7|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.6.149,10.10.6,"10.10.6|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.2.179,10.10.2,"10.10.2|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.0.23,10.10.0,"10.10.0|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.5.179,10.10.5,"10.10.5|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.8.12,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.20,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.4.179,10.10.4,"10.10.4|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.154,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.20.1.26,10.20.1,"10.20.1|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.3.146,10.10.3,"10.10.3|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
10.10.8.134,10.10.8,"10.10.8|Web|443,36000",Web,0.5,443|36000,,266,2,0,6,0.0611,Low,False
